,events,hit_distance_sc,launch_angle,launch_speed,estimated_ba_using_speedangle
4146,field_out,372,28,97.5,0.314
4541,field_out,357,37,95.7,0.143
1035,grounded_into_double_play,7,-18,93.1,0.117
1265,field_out,221,58,95.6,0.014
3870,field_out,154,66,79.6,0.006
4092,field_out,4,-22,101.3,0.166
4486,field_out,338,36,94.0,0.083
1286,field_out,127,9,91.2,0.586
1466,home_run,395,37,102.1,0.377
1559,field_out,372,24,95.7,0.211
2258,field_out,331,45,92.6,0.006
2408,triple,388,27,100.8,0.62
2897,field_out,298,22,85.7,0.354
4121,field_out,49,0,96.8,0.366
1712,field_out,126,59,55.8,0.014
1830,double,384,22,107.1,0.857
1901,home_run,464,38,106.9,0.574
2085,field_out,323,19,101.2,0.38
4215,field_out,179,63,87.2,0.006
54,field_out,150,11,85.8,0.577
173,home_run,437,24,114.7,0.98
2915,field_out,349,44,101.8,0.094
3253,field_out,319,40,92.2,0.014
180,field_out,9,-13,102.6,0.237
252,force_out,53,1,86.7,0.32
397,field_out,301,48,93.5,0.0
1392,field_out,1,-53,63.4,0.234
1483,sac_fly,275,25,84.8,0.16
1530,double,56,1,102.0,0.5
1582,single,192,10,92.6,0.689
498,field_out,5,-18,83.2,0.086
1792,field_out,369,30,92.8,0.109
2039,field_out,363,22,96.2,0.209
2170,home_run,400,26,106.2,0.949
2716,field_out,11,-12,95.7,0.197
1470,field_out,20,-8,93.2,0.197
1601,field_out,0,-85,67.7,0.189
1988,force_out,6,-16,73.8,0.066
2070,single,167,10,96.1,0.703
2955,grounded_into_double_play,94,7,87.6,0.469
3136,field_out,296,15,100.8,0.637
4400,home_run,426,25,107.7,0.966
4467,home_run,380,30,96.3,0.217
3261,single,262,16,105.7,0.571
3827,field_out,273,48,89.5,0.006
4657,home_run,429,24,109.3,0.974
2997,force_out,16,-8,100.5,0.257
3172,single,84,9,55.7,0.166
3606,field_out,256,54,98.0,0.011
3940,single,27,-3,91.5,0.214
4156,field_out,270,26,81.9,0.229
2215,field_out,354,28,94.1,0.137
2528,field_out,14,-10,75.8,0.083
2773,field_out,380,25,96.8,0.351
3991,double,142,6,89.4,0.446
4284,field_out,332,25,93.8,0.169
4395,double,383,27,98.7,0.483
3709,single,257,11,107.6,0.903
2210,single,165,16,68.6,0.534
2838,force_out,29,-3,88.4,0.2
3119,single,11,-10,105.0,0.286
3248,double,330,12,108.3,0.891
3884,field_out,8,-10,99.2,0.251
4198,field_out,335,29,89.2,0.071
3472,single,57,0,107.0,0.483
3534,field_out,226,56,87.3,0.02
43,force_out,69,5,75.0,0.223
259,field_out,304,16,96.7,0.663
377,field_out,9,-11,82.0,0.114
413,home_run,442,22,113.4,0.946
1961,field_out,356,25,95.0,0.197
2176,home_run,393,33,101.6,0.523
2653,field_out,18,-7,45.2,0.169
2836,field_out,4,-24,90.3,0.097
618,field_out,47,0,88.8,0.249
3066,force_out,6,-22,80.7,0.029
3149,single,114,8,84.9,0.449
3570,home_run,399,29,104.4,0.791
3671,double,375,22,106.0,0.837
987,home_run,380,37,101.7,0.377
1037,single,165,10,88.4,0.571
908,field_out,2,-45,67.9,0.169
973,field_out,377,22,104.3,0.743
1227,field_out,267,28,75.3,0.569
1209,field_out,10,-6,93.0,0.217
1414,field_out,4,-22,50.0,0.126
1521,double,335,17,112.5,0.754
1421,field_out,7,-16,75.4,0.071
1574,field_out,373,24,102.4,0.683
1652,field_out,37,79,75.8,0.006
1661,field_out,2,-43,69.4,0.154
1725,home_run,402,34,102.7,0.571
1872,single,194,9,107.5,0.777
2163,field_out,14,-12,97.7,0.214
2352,single,75,4,72.4,0.169
2502,single,109,6,89.7,0.446
2943,field_out,2,-45,81.5,0.111
1809,field_out,318,30,83.6,0.063
2358,field_out,7,-14,70.9,0.051
3240,field_out,288,45,92.7,0.006
4397,field_out,85,5,91.8,0.457
3146,force_out,3,-32,69.7,0.071
3450,single,6,-16,103.0,0.229
4012,field_out,5,-8,75.7,0.083
5,field_out,12,-10,92.0,0.186
8,field_out,70,2,101.6,0.52
27,field_out,237,50,78.1,0.069
1019,field_out,239,52,84.7,0.011
1388,field_out,15,-4,63.4,0.109
55,field_out,274,52,93.6,0.006
888,field_out,317,38,94.1,0.077
991,double,275,13,103.1,0.88
1026,field_out,330,18,104.4,0.494
90,grounded_into_double_play,108,6,93.8,0.471
118,field_out,196,9,97.2,0.634
1120,field_out,306,18,94.1,0.474
1240,field_out,36,-1,87.4,0.223
1270,field_out,5,-25,75.9,0.026
231,double,25,-4,96.9,0.3
261,field_out,336,29,93.4,0.114
66,field_out,383,18,105.2,0.506
365,field_out,172,64,87.3,0.003
392,field_out,26,-4,80.7,0.154
79,force_out,70,3,84.0,0.294
149,field_out,226,58,96.0,0.014
200,field_out,288,46,91.4,0.003
415,field_out,92,73,64.6,0.006
483,field_out,147,11,86.3,0.577
234,field_out,374,24,97.8,0.374
257,field_out,109,8,85.6,0.454
542,field_out,,,,
570,field_out,311,24,92.2,0.16
623,field_out,5,-27,97.8,0.103
360,field_out,3,-37,77.8,0.089
395,double,277,18,98.2,0.394
422,single,137,8,97.8,0.634
467,field_out,302,42,90.7,0.003
520,field_out,230,53,86.2,0.011
706,field_out,378,22,104.8,0.789
901,field_out,325,32,92.7,0.091
1048,field_out,281,28,79.3,0.237
591,field_out,44,1,88.4,0.277
664,single,267,13,103.4,0.88
801,field_out,373,31,96.3,0.209
822,field_out,79,75,84.6,0.009
908,single,289,16,100.8,0.566
1105,double_play,142,13,76.1,0.443
1137,single,187,13,95.8,0.92
1179,single,215,14,93.7,0.92
1391,field_out,369,32,94.9,0.134
997,force_out,9,-13,95.9,0.174
1104,field_out,99,69,65.2,0.0
1218,single,126,7,103.7,0.614
1378,field_out,149,67,92.3,0.017
660,single,137,14,71.4,0.451
678,single,197,17,76.4,0.84
704,field_out,124,8,98.3,0.634
751,double,377,29,97.0,0.309
897,field_out,31,83,70.3,0.006
1021,single,23,-6,106.7,0.414
108,field_out,96,70,76.3,0.006
121,field_out,241,54,93.3,0.006
134,field_out,14,-10,76.6,0.094
1111,field_out,347,34,94.8,0.086
1351,field_out,158,53,60.5,0.066
153,field_out,129,67,76.9,0.006
173,field_out,223,54,88.8,0.011
13,double,265,21,86.7,0.434
18,single,10,-8,84.2,0.114
140,field_out,6,-21,96.0,0.137
345,field_out,153,64,84.3,0.006
191,field_out,334,27,92.6,0.149
208,single,188,56,73.6,0.08
421,field_out,194,60,84.1,0.026
268,field_out,286,16,103.1,0.531
294,single,140,8,104.3,0.683
352,field_out,265,30,76.7,0.269
397,field_out,237,57,100.5,0.02
565,field_out,201,55,77.1,0.083
597,field_out,264,30,82.6,0.066
419,field_out,24,-6,104.7,0.363
505,field_out,7,-19,76.1,0.043
583,single,174,9,96.3,0.643
617,field_out,44,0,87.3,0.271
624,double,160,10,105.1,0.82
768,field_out,276,46,91.5,0.003
821,field_out,49,82,68.1,0.006
648,field_out,260,34,79.6,0.043
802,double,63,3,92.5,0.417
855,field_out,338,34,90.0,0.031
998,home_run,355,27,100.0,0.54
921,field_out,258,51,87.7,0.014
1243,single,1,-64,46.0,0.203
917,field_out,58,3,85.2,0.326
1200,field_out,313,21,93.6,0.226
1367,field_out,5,-30,77.6,0.049
1043,field_out,108,68,58.2,0.0
1119,home_run,360,27,101.6,0.7
1293,field_out,254,54,97.5,0.011
1334,field_out,144,9,94.9,0.597
1096,single,225,20,76.5,0.949
1066,field_out,294,37,81.8,0.014
1136,field_out,6,-28,49.4,0.14
1353,field_out,15,-9,100.2,0.254
1006,grounded_into_double_play,76,5,83.1,0.349
1071,single,187,13,97.5,0.891
1219,field_out,107,71,83.8,0.006
1373,field_out,392,25,97.8,0.434
1153,field_out,144,54,59.1,0.046
1398,field_out,344,38,91.3,0.023
914,field_out,9,-12,93.5,0.163
1362,field_out,7,-16,83.4,0.109
26,force_out,5,-23,107.9,0.169
44,single,112,7,81.4,0.36
62,field_out,4,-41,96.0,0.091
97,field_out,9,-12,103.8,0.266
963,field_out,314,13,107.8,0.846
146,field_out,279,49,92.5,0.009
181,double,283,18,97.6,0.394
197,single,229,12,106.7,0.903
229,field_out,298,26,86.7,0.089
83,single,254,15,100.4,0.683
101,single,66,2,101.3,0.486
168,field_out,222,55,85.6,0.02
204,double,315,24,89.1,0.174
267,field_out,362,36,95.3,0.114
302,field_out,79,75,70.1,0.006
479,field_out,236,55,96.3,0.011
545,single,254,17,88.1,0.871
559,single,309,17,100.8,0.423
637,field_error,53,0,103.8,0.457
649,home_run,355,34,96.4,0.134
736,field_out,185,65,91.3,0.009
739,home_run,361,24,102.9,0.734
378,field_out,107,72,75.2,0.003
427,field_out,350,38,97.3,0.12
507,home_run,364,27,99.4,0.483
571,field_out,158,1,103.9,0.466
846,field_out,27,-3,94.1,0.28
1030,field_out,142,9,94.9,0.597
1316,home_run,409,35,107.1,0.711
783,double,46,-2,91.2,0.243
902,single,29,-5,111.4,0.434
1121,field_out,238,55,94.5,0.006
1313,field_out,396,29,100.1,0.506
1254,field_out,13,-6,92.9,0.217
650,field_out,217,54,83.9,0.023
672,single,213,17,76.2,0.84
878,field_out,2,-59,62.0,0.257
949,field_out,16,-10,84.1,0.123
995,single,265,24,80.8,0.451
1072,field_out,306,20,92.5,0.303
965,field_out,375,31,96.1,0.209
1143,force_out,6,-15,90.6,0.16
1325,single,18,-7,96.4,0.237
656,field_out,84,6,90.4,0.446
989,field_out,166,63,90.9,0.009
1332,field_out,284,42,82.8,0.023
667,force_out,22,-4,93.0,0.243
839,single,214,12,103.4,0.917
1222,force_out,3,-35,87.3,0.071
1295,field_error,6,-12,86.5,0.163
957,field_out,359,24,95.8,0.211
1150,field_out,355,39,97.7,0.111
1208,field_out,316,26,93.1,0.149
1151,field_out,103,70,81.1,0.006
1231,single,25,-5,83.6,0.131
28,home_run,389,33,98.7,0.32
36,single,221,17,88.1,0.871
60,field_out,19,-6,74.9,0.086
81,home_run,423,20,111.0,0.894
383,field_out,328,40,93.8,0.031
403,field_out,123,68,79.0,0.006
465,field_out,4,-18,86.6,0.106
176,sac_fly,344,37,93.9,0.083
218,single,209,11,105.8,0.897
254,double,286,17,99.0,0.466
308,field_out,72,2,100.9,0.486
502,field_out,34,-3,87.1,0.183
532,field_out,342,14,112.9,0.754
566,field_out,10,-14,102.9,0.246
329,grounded_into_double_play,31,-3,101.0,0.303
441,field_out,5,-29,101.2,0.12
480,home_run,411,26,102.2,0.68
665,field_out,43,0,94.5,0.394
776,single,157,8,103.5,0.683
804,field_out,345,39,94.7,0.057
569,field_out,61,74,87.9,0.003
635,field_out,234,59,96.8,0.017
837,field_out,104,68,64.4,0.0
893,field_out,48,2,72.6,0.14
748,field_out,34,84,56.5,0.006
788,field_out,8,-12,101.3,0.223
851,field_out,345,40,97.9,0.08
1234,field_out,355,40,103.4,0.297
1324,field_out,344,22,99.0,0.317
1377,field_out,46,-1,96.4,0.346
903,field_out,205,8,112.5,0.8
1164,field_out,12,-15,95.8,0.209
887,field_out,18,-10,98.4,0.223
872,force_out,6,-15,106.2,0.234
1059,single,251,15,96.8,0.791
1106,double,7,-21,93.1,0.109
1238,triple,321,21,95.3,0.226
1399,field_out,308,25,88.4,0.134
584,single,57,2,104.2,0.474
670,single,149,7,100.3,0.651
1245,field_out,1,-62,68.8,0.251
1311,home_run,408,29,104.0,0.791
1356,field_out,304,38,87.6,0.011
1232,single,145,8,98.4,0.634
795,grounded_into_double_play,90,6,87.0,0.44
931,single,72,1,103.6,0.466
1090,home_run,405,36,106.8,0.663
1274,single,241,11,109.5,0.891
16,double,349,27,99.2,0.483
21,single,23,-2,86.8,0.203
82,field_out,337,16,110.6,0.711
556,field_out,143,9,85.2,0.471
610,field_out,105,68,76.4,0.006
701,field_out,275,36,80.3,0.034
92,field_out,164,55,66.5,0.077
147,field_out,360,21,98.5,0.28
773,field_out,266,25,81.5,0.283
865,field_out,27,85,59.3,0.006
1101,sac_bunt,4,-39,32.0,0.28
1199,single,63,2,99.0,0.426
252,force_out,11,-12,85.5,0.163
285,field_out,89,70,71.1,0.0
1287,field_out,216,60,99.8,0.02
1320,sac_fly_double_play,276,41,85.8,0.017
48,double,74,3,103.2,0.546
84,field_error,64,2,103.9,0.474
292,field_out,4,-24,106.9,0.16
369,field_out,38,83,68.0,0.006
87,force_out,13,-9,101.6,0.291
103,single,42,-2,105.7,0.44
155,single,48,0,106.3,0.446
157,field_out,16,-10,85.3,0.134
171,field_out,344,25,94.4,0.169
196,double,298,15,106.0,0.611
450,single,209,9,96.4,0.643
544,double,41,1,68.8,0.137
202,field_out,389,23,103.9,0.789
228,field_out,254,39,76.4,0.117
317,single,170,8,93.0,0.549
562,field_out,3,-27,94.0,0.074
689,field_out,5,-21,80.6,0.034
445,field_out,370,31,99.4,0.4
882,field_out,51,1,90.5,0.309
1094,double,346,21,97.7,0.28
512,field_out,30,-5,86.1,0.126
557,single,180,12,85.3,0.663
1073,single,197,16,83.8,0.946
1134,field_out,20,-6,87.5,0.117
916,field_out,3,-40,69.9,0.114
1180,field_out,16,-6,88.4,0.143
1814,double,230,23,76.9,0.851
2664,force_out,6,-17,69.5,0.057
2914,single,197,8,95.9,0.6
1353,field_out,2,-48,65.3,0.211
1623,field_out,5,-24,57.4,0.083
3677,field_out,363,34,95.6,0.134
2123,field_out,155,60,73.1,0.026
2299,field_out,15,-8,99.1,0.286
2362,field_out,11,-14,75.6,0.06
2917,single,239,18,82.7,0.897
3264,field_out,209,56,93.7,0.009
3989,triple,387,21,103.2,0.626
2267,field_out,150,9,97.6,0.666
2517,field_out,171,49,62.7,0.163
3287,double,225,25,78.2,0.566
3602,double,274,9,112.6,0.829
2865,field_out,11,-11,96.3,0.2
4339,field_out,4,-34,80.4,0.063
26,field_out,119,11,70.5,0.291
103,field_out,187,56,76.5,0.091
153,single,186,16,78.1,0.803
196,field_out,315,31,87.7,0.046
99,field_out,233,56,102.0,0.02
263,field_out,4,-35,80.0,0.063
352,field_out,38,-1,77.2,0.131
287,field_out,259,32,76.8,0.203
325,single,188,14,92.0,0.943
340,double,210,13,106.2,0.791
431,field_out,42,-1,105.8,0.46
414,grounded_into_double_play,0,-82,53.5,0.166
489,field_out,7,-14,89.6,0.123
589,field_out,361,37,102.5,0.463
749,field_out,13,-9,99.8,0.254
783,force_out,18,-6,105.0,0.363
924,single,101,6,89.9,0.446
951,single,2,-51,67.5,0.214
1087,single,183,9,99.9,0.703
1146,field_out,317,19,98.2,0.34
1176,field_out,146,12,76.9,0.4
860,field_out,213,54,81.4,0.049
943,single,15,-9,100.9,0.263
1156,double,229,44,74.9,0.143
1216,field_out,288,18,89.0,0.706
1266,field_out,277,23,84.7,0.297
1371,force_out,44,0,91.0,0.289
1494,single,135,9,100.8,0.726
1578,force_out,7,-18,65.0,0.043
1701,single,36,-2,101.8,0.329
1766,field_out,114,65,67.0,0.006
1407,field_out,150,7,95.4,0.517
1453,force_out,112,6,91.9,0.48
1572,single,204,9,100.4,0.703
1641,single,25,-5,106.1,0.386
1758,field_out,42,1,77.5,0.143
1813,field_out,4,-25,82.6,0.046
2087,single,4,-27,93.3,0.077
2197,field_out,131,14,68.6,0.394
1952,field_out,53,2,78.4,0.183
2157,single,103,5,90.6,0.429
2379,field_out,114,65,67.0,0.006
2770,field_out,,,,
2459,field_out,366,22,97.6,0.26
2927,field_out,205,47,76.0,0.111
3348,field_out,91,9,68.5,0.22
2890,sac_fly_double_play,285,17,92.2,0.703
3196,double,307,21,108.5,0.871
4460,field_out,9,-14,106.7,0.231
3595,field_out,3,-47,56.6,0.146
3818,field_out,310,26,86.7,0.089
4046,single,1,-50,82.0,0.149
4533,field_out,17,-5,95.8,0.277
2728,single,131,12,75.5,0.36
3446,field_out,340,20,97.6,0.274
3662,field_out,98,76,83.6,0.011
3017,force_out,8,-11,98.8,0.246
3563,field_out,123,68,81.6,0.006
3660,field_out,264,34,77.5,0.089
4126,single,31,-2,98.0,0.34
2669,field_out,319,24,96.1,0.211
2910,single,224,11,106.0,0.897
3513,grounded_into_double_play,17,-6,81.3,0.111
4105,single,11,-15,101.8,0.223
2795,single,2,-55,54.2,0.211
3855,field_out,336,37,95.6,0.143
3659,field_out,17,-6,82.3,0.126
4155,field_out,75,3,100.8,0.54
4259,grounded_into_double_play,11,-18,91.7,0.114
6,single,93,6,87.4,0.44
11,field_out,284,15,94.5,0.843
133,field_out,62,79,79.3,0.014
213,single,251,15,92.7,0.874
280,field_out,31,-3,97.1,0.323
49,field_out,179,11,105.3,0.889
77,home_run,416,25,104.3,0.834
86,field_out,352,34,95.4,0.086
475,grounded_into_double_play,94,6,87.5,0.429
578,single,117,7,89.4,0.469
651,field_out,309,41,94.2,0.006
214,field_out,201,59,98.4,0.017
957,single,193,10,101.7,0.809
1160,field_out,309,23,89.4,0.214
405,field_out,5,-26,73.2,0.034
527,force_out,21,-4,79.0,0.126
559,single,16,-5,94.3,0.257
565,force_out,123,6,91.7,0.48
813,field_error,20,-5,86.4,0.126
1214,field_out,124,10,82.7,0.469
1464,field_out,295,41,87.1,0.011
1666,single,50,2,80.6,0.22
979,field_out,207,50,69.8,0.143
1053,single,90,4,85.2,0.354
1739,field_out,9,-15,92.5,0.18
1803,field_out,3,-39,88.5,0.071
1579,field_out,54,1,88.9,0.277
1716,field_out,272,33,81.1,0.034
1842,field_out,356,24,96.0,0.211
2306,single,3,-34,59.1,0.074
2754,field_out,273,20,97.5,0.274
3172,double,204,14,100.8,0.771
3390,double,350,27,100.8,0.62
3590,single,16,-7,105.7,0.363
4519,field_out,374,28,100.2,0.571
4645,single,29,-2,104.0,0.377
1923,field_out,121,11,76.4,0.349
2205,double,249,17,96.4,0.511
2789,field_out,21,-4,78.4,0.114
3131,double,243,15,99.8,0.683
3174,field_out,26,-5,77.9,0.103
3210,double,386,23,99.9,0.46
3940,field_out,40,76,90.6,0.009
4256,home_run,438,32,102.1,0.549
2973,field_out,396,25,101.8,0.649
3212,single,229,11,104.5,0.889
3808,field_out,8,-13,98.1,0.226
2547,field_out,283,35,77.5,0.094
3552,home_run,402,34,99.0,0.303
3702,single,208,10,97.0,0.703
2088,field_error,33,-2,88.3,0.229
2430,home_run,441,21,112.3,0.926
2722,field_out,53,2,88.3,0.32
2640,field_out,150,13,81.6,0.671
2978,single,242,40,73.0,0.309
3720,field_out,20,-4,86.8,0.154
3366,field_out,284,44,83.1,0.009
4054,field_out,362,39,93.5,0.066
2814,field_out,335,22,94.4,0.194
3165,field_out,2,-26,62.4,0.029
3891,single,5,-33,42.8,0.209
4017,field_out,47,78,81.0,0.014
2461,field_out,129,8,91.4,0.543
2985,field_out,282,48,89.1,0.006
172,home_run,425,24,101.1,0.563
1999,double,410,21,108.3,0.871
2192,field_out,372,38,94.8,0.097
2253,field_out,347,36,89.1,0.023
376,field_out,8,-16,99.0,0.143
449,field_out,13,-8,99.4,0.286
2443,field_out,370,19,101.6,0.451
4316,single,144,15,70.7,0.543
542,force_out,20,-4,97.1,0.3
652,force_out,5,-17,107.0,0.22
680,force_out,88,9,67.9,0.22
778,single,262,15,97.8,0.76
858,single,43,-1,95.7,0.346
381,field_out,51,0,98.5,0.414
423,triple,314,15,109.5,0.711
490,field_out,28,-3,97.2,0.323
920,field_out,21,-2,83.3,0.174
1115,force_out,11,-12,62.1,0.063
1271,single,205,11,98.0,0.86
659,field_out,2,-59,83.3,0.26
941,home_run,441,31,107.1,0.894
1108,field_out,331,23,93.3,0.177
1228,single,275,20,89.7,0.417
1343,single,172,9,106.3,0.78
1501,field_out,3,-43,68.3,0.151
2206,single,187,8,102.2,0.689
2583,double,372,20,107.3,0.757
1921,single,200,11,106.2,0.897
2806,field_out,270,55,98.7,0.014
3163,single,171,9,97.2,0.634
4255,single,191,51,67.2,0.134
4301,field_out,1,-39,55.5,0.129
2881,single,189,9,101.3,0.726
3708,field_out,220,47,74.1,0.126
4089,field_out,4,-32,62.6,0.057
3147,force_out,2,-32,88.6,0.086
4599,single,144,7,108.6,0.711
2830,single,33,-1,106.2,0.46
3155,single,151,10,88.7,0.591
3567,field_out,276,39,81.6,0.026
3692,force_out,39,0,87.5,0.271
4120,single,268,30,74.0,0.52
2942,double,325,35,86.6,0.009
4291,home_run,456,32,114.3,0.946
3042,field_out,257,35,73.5,0.409
3377,single,34,-1,86.5,0.223
3666,field_out,5,-25,85.9,0.066
3021,field_out,15,-7,97.4,0.251
3960,field_out,54,75,72.1,0.006
301,field_out,122,71,79.0,0.006
412,single,95,5,92.8,0.437
424,home_run,425,23,106.5,0.903
477,force_out,4,-31,87.7,0.066
540,field_out,316,23,93.3,0.177
688,single,46,1,94.9,0.414
107,single,185,16,80.6,0.894
132,field_out,401,20,102.0,0.483
852,field_out,287,21,86.0,0.446
1091,field_out,4,-32,98.0,0.106
267,field_out,295,48,91.2,0.006
271,single,253,15,112.5,0.746
388,field_out,34,81,72.5,0.006
518,field_out,3,-35,92.2,0.1
1132,field_out,9,-9,77.6,0.106
632,field_out,337,40,95.7,0.049
694,single,108,8,78.3,0.337
791,field_out,58,2,85.0,0.311
1109,home_run,419,25,105.3,0.889
1210,triple,189,11,108.5,0.903
1729,field_out,37,0,69.1,0.14
1879,grounded_into_double_play,10,-13,83.4,0.114
1917,single,5,-18,100.3,0.151
1277,field_out,137,8,93.7,0.537
1381,sac_fly,327,40,93.4,0.023
1574,double,210,48,71.1,0.2
1926,force_out,5,-19,97.4,0.12
2162,grounded_into_double_play,8,-15,95.0,0.189
3719,field_out,318,27,86.1,0.111
3938,field_out,299,31,84.8,0.049
4414,field_out,10,-14,86.5,0.117
2913,field_out,393,27,104.4,0.837
3342,double,366,23,100.2,0.46
3878,field_out,4,-23,100.7,0.149
4637,field_out,168,54,70.4,0.111
3385,field_out,28,-3,99.5,0.34
3472,field_out,243,51,91.6,0.011
2477,double_play,184,17,74.0,0.774
3027,double,289,13,108.6,0.849
1993,field_out,315,19,102.7,0.466
2111,single,108,6,101.4,0.663
2171,double,179,18,79.9,0.937
2752,field_out,6,-29,81.1,0.051
3640,field_out,40,-1,96.3,0.346
4387,home_run,386,28,101.3,0.649
4600,field_out,287,42,85.6,0.014
3380,field_out,332,25,95.3,0.197
3904,field_out,234,59,94.9,0.009
3056,field_out,245,46,83.4,0.006
3410,single,261,14,100.1,0.789
2027,sac_fly,361,30,94.8,0.151
3231,field_out,84,8,67.7,0.191
3355,double,338,18,111.4,0.8
3508,double,326,28,92.3,0.123
3945,field_out,14,-8,90.5,0.169
4083,field_out,266,48,89.8,0.006
4417,field_out,197,63,96.6,0.014
3776,field_out,11,-13,93.4,0.149
2668,field_out,295,38,79.9,0.02
3918,field_out,170,16,74.5,0.691
4128,field_out,52,2,81.2,0.22
4087,single,12,-7,99.7,0.271
4545,field_out,319,40,96.5,0.063
159,field_out,124,65,65.1,0.006
219,single,215,11,93.6,0.783
351,single,75,3,92.9,0.417
408,field_out,228,48,82.2,0.02
506,field_out,312,46,101.1,0.037
533,single,163,11,85.1,0.574
382,field_out,380,21,99.0,0.323
603,field_out,280,44,85.6,0.003
1054,field_out,5,-14,108.9,0.237
727,field_out,283,30,80.7,0.077
799,field_out,65,2,94.2,0.411
909,field_out,7,-18,80.0,0.063
1221,field_out,5,-25,80.7,0.037
1311,single,254,13,98.4,0.891
1403,field_out,377,29,105.3,0.86
1457,field_out,293,18,92.9,0.503
1064,field_out,309,40,93.5,0.031
1225,field_out,91,71,92.3,0.014
1269,home_run,391,26,103.8,0.829
1637,field_out,12,-11,63.2,0.08
1944,field_out,345,27,95.3,0.189
2271,double,362,22,104.4,0.743
1352,field_out,320,19,95.2,0.349
1682,field_out,208,51,80.1,0.049
2003,single,3,-51,68.7,0.194
3281,field_out,2,-60,42.3,0.229
3792,home_run,406,30,104.0,0.74
3916,double,269,19,91.4,0.46
4101,field_out,44,-1,93.3,0.3
2767,field_out,227,50,83.2,0.026
3629,field_out,167,54,69.9,0.111
2984,field_out,20,-5,105.5,0.386
2230,field_out,301,34,85.9,0.017
2646,field_out,3,-32,78.3,0.06
2772,single,147,8,103.4,0.683
3405,single,263,17,92.3,0.703
4390,field_out,168,61,82.8,0.02
3806,field_out,36,-1,93.1,0.3
4345,field_out,4,-22,109.1,0.174
2610,field_out,346,28,95.6,0.249
3798,single,242,33,71.9,0.571
4167,field_out,3,-39,88.2,0.066
4479,double,213,10,102.5,0.837
2455,field_out,267,27,77.1,0.449
3424,single,222,22,73.2,0.94
4393,field_out,14,-7,105.8,0.363
48,field_out,3,-37,64.8,0.091
100,sac_fly,390,27,102.6,0.76
216,double,202,11,107.5,0.903
232,field_out,188,54,70.4,0.111
3145,field_out,8,-12,64.3,0.069
259,field_out,8,-25,91.4,0.086
487,field_out,278,27,82.8,0.134
560,home_run,370,31,99.6,0.483
264,field_out,18,-9,95.5,0.197
373,single,264,18,93.5,0.474
470,single,73,2,90.4,0.317
546,field_out,390,27,100.5,0.54
